barcode	gene symbol	value
TCGA-27-2523-01A-01R-0789-01	ACO1	8.06705977014034
TCGA-27-2523-01A-01R-0789-01	ACOT11	4.28612595196603
TCGA-27-2523-01A-01R-0789-01	ACOT7	7.29181750994023
TCGA-27-2523-01A-01R-0789-01	ACOT8	6.99726469027148
TCGA-27-2523-01A-01R-0789-01	ACOT9	8.21586281695626
TCGA-27-2523-01A-01R-0789-01	ACOX1	7.2801750717967
TCGA-27-2523-01A-01R-0789-01	ACOX2	4.45330040412114
TCGA-27-2523-01A-01R-0789-01	ACOX3	6.87130366855302
TCGA-27-2523-01A-01R-0789-01	ACOXL	3.62758019337402
TCGA-27-2523-01A-01R-0789-01	ACP1	8.96085738670751
TCGA-27-2523-01A-01R-0789-01	ACP2	8.3672994284297
TCGA-27-2523-01A-01R-0789-01	ACP5	4.0598675800705
TCGA-27-2523-01A-01R-0789-01	ACP6	7.43692372284776
TCGA-27-2523-01A-01R-0789-01	ACPP	4.3042854442075
TCGA-27-2523-01A-01R-0789-01	ACR	4.3053185243046
TCGA-27-2523-01A-01R-0789-01	ACRV1	4.18114998153775
TCGA-27-2523-01A-01R-0789-01	ACSBG1	8.10397495495938
TCGA-27-2523-01A-01R-0789-01	ACSBG2	4.1736605162808
TCGA-27-2523-01A-01R-0789-01	ACSL1	7.38465373615632
TCGA-27-2523-01A-01R-0789-01	ACSL3	9.8927517992439
TCGA-27-2523-01A-01R-0789-01	ACSL4	5.99631348935953
TCGA-27-2523-01A-01R-0789-01	ACSL5	4.77669767554697
TCGA-27-2523-01A-01R-0789-01	ACSL6	4.57979400340479
TCGA-27-2523-01A-01R-0789-01	ACSM1	3.51936090436978
TCGA-27-2523-01A-01R-0789-01	ACSM3	3.69850480701759
TCGA-27-2523-01A-01R-0789-01	ACTA1	4.45222464750817
TCGA-27-2523-01A-01R-0789-01	ACTA2	8.56813379890781
TCGA-27-2523-01A-01R-0789-01	ACTB	12.7828848622398
TCGA-27-2523-01A-01R-0789-01	ACTC1	4.92717772443323
TCGA-27-2523-01A-01R-0789-01	ACTG1	13.3282269133110
TCGA-27-2523-01A-01R-0789-01	ACTG2	4.94072016180484
TCGA-27-2523-01A-01R-0789-01	ACTL6A	8.51380059191837
TCGA-27-2523-01A-01R-0789-01	ACTL6B	4.18512526465095
TCGA-27-2523-01A-01R-0789-01	ACTL7A	3.73080013768927
TCGA-27-2523-01A-01R-0789-01	ACTL7B	3.78244358496956
TCGA-27-2523-01A-01R-0789-01	ACTL8	4.04383099038636
TCGA-27-2523-01A-01R-0789-01	ACTN1	9.04280241252918
TCGA-27-2523-01A-01R-0789-01	ACTN2	5.35765200277182
TCGA-27-2523-01A-01R-0789-01	ACTN3	4.13848571058722
TCGA-27-2523-01A-01R-0789-01	ACTN4	8.47669812813409
TCGA-27-2523-01A-01R-0789-01	ACTR10	10.4784078508575
TCGA-27-2523-01A-01R-0789-01	ACTR1A	8.17491578007462
TCGA-27-2523-01A-01R-0789-01	ACTR1B	7.6233924724561
TCGA-27-2523-01A-01R-0789-01	ACTR2	9.5470626730253
TCGA-27-2523-01A-01R-0789-01	ACTR3	10.8593175231686
TCGA-27-2523-01A-01R-0789-01	ACTR3B	7.3894466184529
TCGA-27-2523-01A-01R-0789-01	ACTR5	5.83078268405187
TCGA-27-2523-01A-01R-0789-01	ACTR6	8.67176358982779
TCGA-27-2523-01A-01R-0789-01	ACTR8	6.38686014516734
TCGA-27-2523-01A-01R-0789-01	ACVR1	7.85755650322285
TCGA-27-2523-01A-01R-0789-01	ACVR1B	5.09527918188161
TCGA-27-2523-01A-01R-0789-01	ACVR2A	7.15442180659816
TCGA-27-2523-01A-01R-0789-01	ACVR2B	5.45645431190363
TCGA-27-2523-01A-01R-0789-01	ACVRL1	4.28778366721108
TCGA-27-2523-01A-01R-0789-01	ACY1	7.63267476957955
TCGA-27-2523-01A-01R-0789-01	ACYP1	6.60330113821748
TCGA-27-2523-01A-01R-0789-01	ACYP2	9.14248042502184
TCGA-27-2523-01A-01R-0789-01	ADA	5.54500769349006
TCGA-27-2523-01A-01R-0789-01	ADAM10	5.84021789191392
TCGA-27-2523-01A-01R-0789-01	ADAM11	4.15716927206833
TCGA-27-2523-01A-01R-0789-01	ADAM12	5.42337088189461
TCGA-27-2523-01A-01R-0789-01	ADAM15	4.32739009271545
TCGA-27-2523-01A-01R-0789-01	ADAM17	6.33818918114991
TCGA-27-2523-01A-01R-0789-01	ADAM18	4.22053671487788
TCGA-27-2523-01A-01R-0789-01	ADAM19	5.3382487672131
TCGA-27-2523-01A-01R-0789-01	ADAM2	3.59327222923614
TCGA-27-2523-01A-01R-0789-01	ADAM20	4.30465281539145
TCGA-27-2523-01A-01R-0789-01	ADAM22	4.27490190967954
TCGA-27-2523-01A-01R-0789-01	ADAM23	6.40394144049838
TCGA-27-2523-01A-01R-0789-01	ADAM28	4.79866213790044
TCGA-27-2523-01A-01R-0789-01	ADAM29	4.23992463863814
TCGA-27-2523-01A-01R-0789-01	ADAM30	3.69094260223918
TCGA-27-2523-01A-01R-0789-01	ADAM5P	3.849102006784
TCGA-27-2523-01A-01R-0789-01	ADAM7	3.72228379473829
TCGA-27-2523-01A-01R-0789-01	ADAM8	4.35518384922585
TCGA-27-2523-01A-01R-0789-01	ADAM9	10.3350255477482
TCGA-27-2523-01A-01R-0789-01	ADAMDEC1	4.50362232361256
TCGA-27-2523-01A-01R-0789-01	ADAMTS1	6.66746166218748
TCGA-27-2523-01A-01R-0789-01	ADAMTS12	3.90036160001141
TCGA-27-2523-01A-01R-0789-01	ADAMTS13	4.48651000941552
TCGA-27-2523-01A-01R-0789-01	ADAMTS2	4.44297613660053
TCGA-27-2523-01A-01R-0789-01	ADAMTS3	6.62502787141871
TCGA-27-2523-01A-01R-0789-01	ADAMTS5	6.74508802550815
TCGA-27-2523-01A-01R-0789-01	ADAMTS6	3.70428055634936
TCGA-27-2523-01A-01R-0789-01	ADAMTS7	4.09334679615991
TCGA-27-2523-01A-01R-0789-01	ADAMTS8	3.94406331845506
TCGA-27-2523-01A-01R-0789-01	ADAMTS9	4.07386893991704
TCGA-27-2523-01A-01R-0789-01	ADAMTSL2	4.23142701867155
TCGA-27-2523-01A-01R-0789-01	ADAMTSL3	3.92469328002295
TCGA-27-2523-01A-01R-0789-01	ADAR	10.3304208675316
TCGA-27-2523-01A-01R-0789-01	ADARB1	4.66876555321798
TCGA-27-2523-01A-01R-0789-01	ADARB2	4.08251015210791
TCGA-27-2523-01A-01R-0789-01	ADAT1	7.68039397245359
TCGA-27-2523-01A-01R-0789-01	ADCK2	7.51304491695463
TCGA-27-2523-01A-01R-0789-01	ADCY1	5.05611937837102
TCGA-27-2523-01A-01R-0789-01	ADCY2	4.66204126073020
TCGA-27-2523-01A-01R-0789-01	ADCY6	6.0978770140647
TCGA-27-2523-01A-01R-0789-01	ADCY7	7.07323644937907
TCGA-27-2523-01A-01R-0789-01	ADCY8	5.53831055786751
TCGA-27-2523-01A-01R-0789-01	ADCY9	6.2278344856839
TCGA-27-2523-01A-01R-0789-01	ADCYAP1	4.04350378756672
TCGA-27-2523-01A-01R-0789-01	ADCYAP1R1	4.29031041212973
TCGA-27-2523-01A-01R-0789-01	ADD1	9.00695983341095
TCGA-27-2523-01A-01R-0789-01	ADD2	6.24889246592268
TCGA-27-2523-01A-01R-0789-01	ADD3	9.12420936425931
TCGA-27-2523-01A-01R-0789-01	ADFP	8.3999468709247
TCGA-27-2523-01A-01R-0789-01	ADH1A	3.76695921254222
TCGA-27-2523-01A-01R-0789-01	ADH1B	3.7841417724541
TCGA-27-2523-01A-01R-0789-01	ADH1C	4.03534515345597
TCGA-27-2523-01A-01R-0789-01	ADH5	9.3111655509498
TCGA-27-2523-01A-01R-0789-01	ADH6	4.08025445039704
TCGA-27-2523-01A-01R-0789-01	ADH7	4.01814209693029
TCGA-27-2523-01A-01R-0789-01	ADI1	8.71440935377753
TCGA-27-2523-01A-01R-0789-01	ADIPOQ	3.73623747669133
TCGA-27-2523-01A-01R-0789-01	ADIPOR1	8.10017113559534
TCGA-27-2523-01A-01R-0789-01	ADIPOR2	8.2774283098183
TCGA-27-2523-01A-01R-0789-01	ADK	7.44531561685864
TCGA-27-2523-01A-01R-0789-01	ADM	9.18437052629695
TCGA-27-2523-01A-01R-0789-01	ADM2	4.26206300750092
TCGA-27-2523-01A-01R-0789-01	ADMR	4.04233402729953
TCGA-27-2523-01A-01R-0789-01	ADNP	9.93256602838776
TCGA-27-2523-01A-01R-0789-01	ADNP2	7.63579106420948
TCGA-27-2523-01A-01R-0789-01	ADORA1	5.2972112803378
TCGA-27-2523-01A-01R-0789-01	ADORA2A	4.45914190822739
TCGA-27-2523-01A-01R-0789-01	ADORA2B	6.86597816220876
TCGA-27-2523-01A-01R-0789-01	ADORA3	6.57579877258409
TCGA-27-2523-01A-01R-0789-01	ADPGK	7.8864452059502
TCGA-27-2523-01A-01R-0789-01	ADPRH	4.19467465728697
TCGA-27-2523-01A-01R-0789-01	ADRA1A	3.71397734394558
TCGA-27-2523-01A-01R-0789-01	ADRA1B	4.68155037845505
TCGA-27-2523-01A-01R-0789-01	ADRA1D	4.03443611979692
TCGA-27-2523-01A-01R-0789-01	ADRA2A	3.78288526206742
TCGA-27-2523-01A-01R-0789-01	ADRA2B	4.15288732918659
TCGA-27-2523-01A-01R-0789-01	ADRA2C	4.05427126806671
TCGA-27-2523-01A-01R-0789-01	ADRB1	3.85315209474199
TCGA-27-2523-01A-01R-0789-01	ADRB2	5.46656617513455
TCGA-27-2523-01A-01R-0789-01	ADRB3	4.4161199818344
TCGA-27-2523-01A-01R-0789-01	ADRBK1	5.71240199663989
TCGA-27-2523-01A-01R-0789-01	ADRBK2	5.16175128888361
TCGA-27-2523-01A-01R-0789-01	ADRM1	8.97950326090624
TCGA-27-2523-01A-01R-0789-01	ADSL	8.65075135254156
TCGA-27-2523-01A-01R-0789-01	ADSS	7.38448589942385
TCGA-27-2523-01A-01R-0789-01	AEBP1	8.61131415658813
TCGA-27-2523-01A-01R-0789-01	AES	8.9420321797761
TCGA-27-2523-01A-01R-0789-01	AFAP1	6.55199873799936
TCGA-27-2523-01A-01R-0789-01	AFF1	5.38065301643785
TCGA-27-2523-01A-01R-0789-01	AFF2	4.11656654105679
TCGA-27-2523-01A-01R-0789-01	AFF3	3.99928919261007
TCGA-27-2523-01A-01R-0789-01	AFF4	4.14977269866937
TCGA-27-2523-01A-01R-0789-01	AFG3L2	6.97669705211333
TCGA-27-2523-01A-01R-0789-01	AFM	3.54674777238235
TCGA-27-2523-01A-01R-0789-01	AFP	3.72353252715187
TCGA-27-2523-01A-01R-0789-01	AFTPH	8.18970634305748
TCGA-27-2523-01A-01R-0789-01	AGA	7.46539962600147
TCGA-27-2523-01A-01R-0789-01	AGBL2	4.06005813316421
TCGA-27-2523-01A-01R-0789-01	AGBL5	7.48378503143481
TCGA-27-2523-01A-01R-0789-01	AGER	4.17845484060182
TCGA-27-2523-01A-01R-0789-01	AGGF1	6.61412445085547
TCGA-27-2523-01A-01R-0789-01	AGK	8.26627598799019
TCGA-27-2523-01A-01R-0789-01	AGL	8.3188205323921
TCGA-27-2523-01A-01R-0789-01	AGPAT1	8.01425429986741
TCGA-27-2523-01A-01R-0789-01	AGPAT2	5.11283908008701
TCGA-27-2523-01A-01R-0789-01	AGPAT3	5.70900774859805
TCGA-27-2523-01A-01R-0789-01	AGPAT4	6.30460616805710
TCGA-27-2523-01A-01R-0789-01	AGPAT5	10.7056005395304
TCGA-27-2523-01A-01R-0789-01	AGPAT7	5.15454974771059
TCGA-27-2523-01A-01R-0789-01	AGPS	6.2466546425424
TCGA-27-2523-01A-01R-0789-01	AGR2	4.00299574900025
TCGA-27-2523-01A-01R-0789-01	AGRN	5.87100213166802
TCGA-27-2523-01A-01R-0789-01	AGRP	4.40152081950741
TCGA-27-2523-01A-01R-0789-01	AGT	10.8093877982099
TCGA-27-2523-01A-01R-0789-01	AGTPBP1	6.22714819871772
TCGA-27-2523-01A-01R-0789-01	AGTR1	3.94000212176162
TCGA-27-2523-01A-01R-0789-01	AGTR2	3.71542214594841
TCGA-27-2523-01A-01R-0789-01	AGTRL1	6.97525926897074
TCGA-27-2523-01A-01R-0789-01	AGXT	3.71953014091667
TCGA-27-2523-01A-01R-0789-01	AGXT2L1	3.95964462805817
TCGA-27-2523-01A-01R-0789-01	AHCTF1	6.35599852594035
TCGA-27-2523-01A-01R-0789-01	AHCY	10.2084454369911
TCGA-27-2523-01A-01R-0789-01	AHCYL1	8.07498631573903
TCGA-27-2523-01A-01R-0789-01	AHDC1	6.8884019485086
TCGA-27-2523-01A-01R-0789-01	AHI1	6.64551848284414
TCGA-27-2523-01A-01R-0789-01	AHNAK	5.59232928325517
TCGA-27-2523-01A-01R-0789-01	AHNAK2	4.61153367063261
TCGA-27-2523-01A-01R-0789-01	AHR	9.06245513653364
TCGA-27-2523-01A-01R-0789-01	AHSA1	9.31143069966972
TCGA-27-2523-01A-01R-0789-01	AHSG	4.12060840493100
TCGA-27-2523-01A-01R-0789-01	AICDA	3.83037061719417
TCGA-27-2523-01A-01R-0789-01	AIF1	7.40130870623788
TCGA-27-2523-01A-01R-0789-01	AIFM1	7.35478434035354
TCGA-27-2523-01A-01R-0789-01	AIM1	5.71383505953951
TCGA-27-2523-01A-01R-0789-01	AIM1L	4.56631632099657
TCGA-27-2523-01A-01R-0789-01	AIM2	4.05718082613018
TCGA-27-2523-01A-01R-0789-01	AIP	7.52411386991838
TCGA-27-2523-01A-01R-0789-01	AIPL1	4.51701813784215
TCGA-27-2523-01A-01R-0789-01	AIRE	4.08507739299875
TCGA-27-2523-01A-01R-0789-01	AJAP1	3.99999716228347
TCGA-27-2523-01A-01R-0789-01	AK1	7.68687791795706
TCGA-27-2523-01A-01R-0789-01	AK2	8.0221949098319
TCGA-27-2523-01A-01R-0789-01	AK3L1	8.23791772983066
TCGA-27-2523-01A-01R-0789-01	AK5	5.75159482779357
TCGA-27-2523-01A-01R-0789-01	AKAP1	6.35503406317115
TCGA-27-2523-01A-01R-0789-01	AKAP10	4.42623250159514
TCGA-27-2523-01A-01R-0789-01	AKAP11	8.89213235934933
TCGA-27-2523-01A-01R-0789-01	AKAP12	8.74732135270511
TCGA-27-2523-01A-01R-0789-01	AKAP13	6.77393882744972
TCGA-27-2523-01A-01R-0789-01	AKAP3	3.97240183599048
TCGA-27-2523-01A-01R-0789-01	AKAP4	3.89946940779758
TCGA-27-2523-01A-01R-0789-01	AKAP5	3.92938312541731
TCGA-27-2523-01A-01R-0789-01	AKAP6	5.07659886734504
TCGA-27-2523-01A-01R-0789-01	AKAP7	6.38693103863592
TCGA-27-2523-01A-01R-0789-01	AKAP8	7.0458622915112
TCGA-27-2523-01A-01R-0789-01	AKAP8L	6.43166720081477
TCGA-27-2523-01A-01R-0789-01	AKAP9	5.75256715820548
TCGA-27-2523-01A-01R-0789-01	AKR1A1	9.52443422759608
TCGA-27-2523-01A-01R-0789-01	AKR1B1	10.9079659347627
TCGA-27-2523-01A-01R-0789-01	AKR1B10	4.14477678566357
TCGA-27-2523-01A-01R-0789-01	AKR1C3	5.05116130239281
TCGA-27-2523-01A-01R-0789-01	AKR1C4	3.6291372438731
TCGA-27-2523-01A-01R-0789-01	AKR1D1	3.82313026873561
TCGA-27-2523-01A-01R-0789-01	AKR7A2	8.62033707838282
TCGA-27-2523-01A-01R-0789-01	AKR7A3	5.29165355128448
TCGA-27-2523-01A-01R-0789-01	AKT1	8.53583208133984
TCGA-27-2523-01A-01R-0789-01	AKT2	4.40778783113688
TCGA-27-2523-01A-01R-0789-01	AKT3	4.01843452055466
TCGA-27-2523-01A-01R-0789-01	AKTIP	7.7917584793376
TCGA-27-2523-01A-01R-0789-01	ALAD	6.15125768288468
TCGA-27-2523-01A-01R-0789-01	ALAS1	8.52285889916075
TCGA-27-2523-01A-01R-0789-01	ALAS2	4.27805776538485
TCGA-27-2523-01A-01R-0789-01	ALB	3.74467773134632
TCGA-27-2523-01A-01R-0789-01	ALCAM	9.80539013253476
TCGA-27-2523-01A-01R-0789-01	ALDH18A1	7.32259839631247
TCGA-27-2523-01A-01R-0789-01	ALDH1A1	4.69704062073894
TCGA-27-2523-01A-01R-0789-01	ALDH1A2	4.22659240786593
TCGA-27-2523-01A-01R-0789-01	ALDH1A3	4.94597956925205
TCGA-27-2523-01A-01R-0789-01	ALDH1B1	4.83194137190355
TCGA-27-2523-01A-01R-0789-01	ALDH1L1	7.62647694731873
TCGA-27-2523-01A-01R-0789-01	ALDH2	8.85376365794507
TCGA-27-2523-01A-01R-0789-01	ALDH3A1	4.75910827333544
TCGA-27-2523-01A-01R-0789-01	ALDH3A2	8.63693101096496
TCGA-27-2523-01A-01R-0789-01	ALDH3B1	5.31582025638606
TCGA-27-2523-01A-01R-0789-01	ALDH3B2	3.79040308889729
TCGA-27-2523-01A-01R-0789-01	ALDH4A1	6.43978625348362
TCGA-27-2523-01A-01R-0789-01	ALDH5A1	7.97751157372151
TCGA-27-2523-01A-01R-0789-01	ALDH6A1	9.4075242554665
TCGA-27-2523-01A-01R-0789-01	ALDH7A1	8.5571349328263
TCGA-27-2523-01A-01R-0789-01	ALDH8A1	3.78852648023878
TCGA-27-2523-01A-01R-0789-01	ALDH9A1	10.2026587828096
TCGA-27-2523-01A-01R-0789-01	ALDOA	12.2826625726832
TCGA-27-2523-01A-01R-0789-01	ALDOAP2	3.82780379317201
TCGA-27-2523-01A-01R-0789-01	ALDOB	4.19413041514615
TCGA-27-2523-01A-01R-0789-01	ALDOC	8.4577201582543
TCGA-27-2523-01A-01R-0789-01	ALG12	4.84308903070641
TCGA-27-2523-01A-01R-0789-01	ALG3	6.66495751250935
TCGA-27-2523-01A-01R-0789-01	ALG5	10.2151556982959
TCGA-27-2523-01A-01R-0789-01	ALG6	8.56512858183532
TCGA-27-2523-01A-01R-0789-01	ALG8	9.173759166271
TCGA-27-2523-01A-01R-0789-01	ALG9	8.00362256222726
TCGA-27-2523-01A-01R-0789-01	ALK	4.7846702868077
TCGA-27-2523-01A-01R-0789-01	ALKBH1	8.09718711704224
TCGA-27-2523-01A-01R-0789-01	ALKBH4	6.20024399081606
TCGA-27-2523-01A-01R-0789-01	ALLC	4.40303283408777
TCGA-27-2523-01A-01R-0789-01	ALMS1	6.43325113679118
TCGA-27-2523-01A-01R-0789-01	ALOX12	4.1193350497366
TCGA-27-2523-01A-01R-0789-01	ALOX12B	3.77175220043388
TCGA-27-2523-01A-01R-0789-01	ALOX12P2	4.48680004454197
TCGA-27-2523-01A-01R-0789-01	ALOX15	3.41957049739979
TCGA-27-2523-01A-01R-0789-01	ALOX15B	4.32219044776375
TCGA-27-2523-01A-01R-0789-01	ALOX5	4.76419482460204
TCGA-27-2523-01A-01R-0789-01	ALOX5AP	8.89973509543849
TCGA-27-2523-01A-01R-0789-01	ALOXE3	4.16855827696449
TCGA-27-2523-01A-01R-0789-01	ALPI	3.87111402829361
TCGA-27-2523-01A-01R-0789-01	ALPK3	4.85708033149612
TCGA-27-2523-01A-01R-0789-01	ALPL	4.46577313892806
TCGA-27-2523-01A-01R-0789-01	ALPP	4.06590403283566
TCGA-27-2523-01A-01R-0789-01	ALPPL2	3.95010010979151
TCGA-27-2523-01A-01R-0789-01	ALS2CL	5.0758569454231
TCGA-27-2523-01A-01R-0789-01	ALS2CR8	4.68655043134406
TCGA-27-2523-01A-01R-0789-01	ALX1	4.41749587333001
TCGA-27-2523-01A-01R-0789-01	ALX3	4.07354423070349
TCGA-27-2523-01A-01R-0789-01	ALX4	4.22160467318308
TCGA-27-2523-01A-01R-0789-01	AMACR	5.47139502308692
TCGA-27-2523-01A-01R-0789-01	AMBN	4.19330321289813
TCGA-27-2523-01A-01R-0789-01	AMBP	3.87230730312932
TCGA-27-2523-01A-01R-0789-01	AMD1	9.26494507118857
TCGA-27-2523-01A-01R-0789-01	AMDHD2	5.07139656522513
TCGA-27-2523-01A-01R-0789-01	AMELX	3.42975087529042
TCGA-27-2523-01A-01R-0789-01	AMELY	3.72266465596993
TCGA-27-2523-01A-01R-0789-01	AMFR	7.16449558621258
TCGA-27-2523-01A-01R-0789-01	AMH	4.18031408670312
TCGA-27-2523-01A-01R-0789-01	AMHR2	4.08854014291428
TCGA-27-2523-01A-01R-0789-01	AMIGO2	4.66949539943882
TCGA-27-2523-01A-01R-0789-01	AMMECR1	7.18678738289289
TCGA-27-2523-01A-01R-0789-01	AMN	4.18308983632315
TCGA-27-2523-01A-01R-0789-01	AMOT	4.85338808891125
