Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Archive Name]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [md5]
c38369f7-04ce-44ab-a88b-ba43bca51a93	TCGA-02-0028-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0028-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.B10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0028-01A-01R-0177-01	5500024024987031607949.B10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	de7454782fe90365019c364a9cb66e83	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0028-01A-01R-0177-01	5500024024987031607949.B10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	11554b478268dde9bc0953fb86694ff9	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0028-01A-01R-0177-01	5500024024987031607949.B10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	8f20e27bf819b0ac34ad99ba0b38f5e8
2b010ebf-9f25-4d4a-91f1-281ea3a7a63f	TCGA-02-0033-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0033-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.B11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0033-01A-01R-0177-01	5500024024987031607949.B11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	08ef026fd219804ced435c1de619bdd0	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0033-01A-01R-0177-01	5500024024987031607949.B11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	9078dd3c95da2e99b8aa07aaec93d355	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0033-01A-01R-0177-01	5500024024987031607949.B11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	34265325674d2587285e84d067ee067d
5c19d458-cad3-40ca-a04c-15959bcaa43e	TCGA-02-0034-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0034-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.B12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0034-01A-01R-0177-01	5500024024987031607949.B12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	4194cce582e84b33bc90308d71ab9a4e	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0034-01A-01R-0177-01	5500024024987031607949.B12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	366681e4ac2e8552784b5c6f3f9ce9c5	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0034-01A-01R-0177-01	5500024024987031607949.B12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	d20697ed9b83051a97d4f365db923409
e00a43da-7ed2-4591-bc88-9a111a5599fd	TCGA-02-0058-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0058-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.C10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0058-01A-01R-0177-01	5500024024987031607949.C10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	0e04696058213752b88cd056fd6bea93	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0058-01A-01R-0177-01	5500024024987031607949.C10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	17fa141fa27383653ac5866960e131b8	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0058-01A-01R-0177-01	5500024024987031607949.C10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	9c699c7683bfabd2903960924cea2ce6
6bc171e2-fee3-4297-a5a8-59a530aa2051	TCGA-02-0060-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0060-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.C11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0060-01A-01R-0177-01	5500024024987031607949.C11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	15fd805abbf922d48ab844213f588b8f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0060-01A-01R-0177-01	5500024024987031607949.C11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	04a547d58ce778b8eb3b420bb1d4d3d5	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0060-01A-01R-0177-01	5500024024987031607949.C11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	856e505406472f7e5b98865081f02691
90a40147-5f29-4e78-a4bd-146841ef0d4f	TCGA-02-0046-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0046-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.C12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0046-01A-01R-0177-01	5500024024987031607949.C12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	595333ebf5f836f7bbded3801947bec3	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0046-01A-01R-0177-01	5500024024987031607949.C12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	e5cb54fc4b6819af480d964069847e8c	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0046-01A-01R-0177-01	5500024024987031607949.C12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	d37d4b6d7378e6d2790d2bd086d2bffa
80aabc75-c5b0-4b44-b481-37c169e0a3c5	TCGA-02-0027-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0027-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.D10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0027-01A-01R-0177-01	5500024024987031607949.D10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	eba7fa4b3647d7d370aafdc9e8133fab	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0027-01A-01R-0177-01	5500024024987031607949.D10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	f4f0ea8d4c75b37bbfd7bf83e40855f6	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0027-01A-01R-0177-01	5500024024987031607949.D10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	12c012806f40f77127aab68fadb808eb
164d01d3-a559-4f0c-a872-fd9a8476572d	TCGA-02-0054-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0054-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.D11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0054-01A-01R-0177-01	5500024024987031607949.D11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	52e9ab181b4f0421df018f4b0f9687fa	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0054-01A-01R-0177-01	5500024024987031607949.D11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	5e716548cd311ac1ce6bf6c122b19b2b	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0054-01A-01R-0177-01	5500024024987031607949.D11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	80e2737b9d4658bfc645a93327f0de2c
889718df-fe7d-4c3d-9653-253da2a5727e	TCGA-02-0010-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0010-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.D12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0010-01A-01R-0177-01	5500024024987031607949.D12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	283454b2cfbd8addd2df9bfde9ff373d	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0010-01A-01R-0177-01	5500024024987031607949.D12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	ca2f4698da8c847a3bb0cb939872b00d	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0010-01A-01R-0177-01	5500024024987031607949.D12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	2c909549cfdc5e9764d14d5c3f2d62fb
87e2c2fa-b9fd-4825-9aa9-af56fe9c5d81	TCGA-02-0057-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0057-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.E10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0057-01A-01R-0177-01	5500024024987031607949.E10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	b1af99885df78cb954248953f841b933	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0057-01A-01R-0177-01	5500024024987031607949.E10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	58916554946e0c1fc33614ee666cede1	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0057-01A-01R-0177-01	5500024024987031607949.E10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	58fcb73c9488fdcf21d943753172deb5
729f1184-735f-4109-b129-c3dee59d5feb	TCGA-02-0052-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0052-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.E11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0052-01A-01R-0177-01	5500024024987031607949.E11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	7643a46d042c008e7f55c641aa55ed02	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0052-01A-01R-0177-01	5500024024987031607949.E11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	788e721313027ca9e6ea7442e2517984	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0052-01A-01R-0177-01	5500024024987031607949.E11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	befe53faa66c81104cdbbc51356243dc
8ff6299d-2626-4e3e-99d3-4b8ce347342c	TCGA-02-0043-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0043-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.E12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0043-01A-01R-0177-01	5500024024987031607949.E12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	eb7d83aed23f3fbb1d63ada3f41d186f	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0043-01A-01R-0177-01	5500024024987031607949.E12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	c065b6b5870110d2bd93cdd5d0f989e1	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0043-01A-01R-0177-01	5500024024987031607949.E12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	8540532568f2d7a0dce4b42922007a82
2fdee68a-d10a-411c-9cfc-647eedf35f4b	TCGA-02-0055-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0055-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.F10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0055-01A-01R-0177-01	5500024024987031607949.F10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	no	6622ede802c50174459823c08dd95a70	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->
6bf9b324-0c28-432b-bb5e-8c2d0c728e13	TCGA-02-0009-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0009-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.F12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0009-01A-01R-0177-01	5500024024987031607949.F12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	765f135f67812b535170a0a6ab8b071c	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0009-01A-01R-0177-01	5500024024987031607949.F12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	afe180f7137a09967520a1b11bd79f16	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0009-01A-01R-0177-01	5500024024987031607949.F12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	0c14719a35b45fb94bb3713b5f95d8d6
6b093c8d-11f6-4e5a-9219-a2be685bd8fb	TCGA-02-0024-01B-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0024-01B-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.G10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0024-01B-01R-0177-01	5500024024987031607949.G10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	04d66b7d2f32fb38fc624869cf4e0874	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0024-01B-01R-0177-01	5500024024987031607949.G10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	df2258e95845740e1750f61ad35cf3bf	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0024-01B-01R-0177-01	5500024024987031607949.G10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	91597ffbaae3b248e97db99c21e166cc
f7c8b2eb-7eba-4037-9fa1-f2601b8561b9	TCGA-02-0011-01B-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0011-01B-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.G11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0011-01B-01R-0177-01	5500024024987031607949.G11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	f77abf288c1822ca0daf881fd646f5ca	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0011-01B-01R-0177-01	5500024024987031607949.G11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	63afe7646e98a4800745e3dc52e02262	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0011-01B-01R-0177-01	5500024024987031607949.G11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	c066f6eb120b0fd012e2b96e5e4d5d7a
b972e653-da0c-4db0-9769-e82cc8a408e0	TCGA-02-0007-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0007-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.G12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0007-01A-01R-0177-01	5500024024987031607949.G12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	8cfeae9d2ae807336a560e2d0cda4d22	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0007-01A-01R-0177-01	5500024024987031607949.G12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	3371a784809a51b2ccec3d72adfcf8ea	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0007-01A-01R-0177-01	5500024024987031607949.G12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	b038122d138b7d8ee63deda5bcc7f7e0
9b36736f-1cb3-43f8-b8e6-3fba14da664b	TCGA-02-0021-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0021-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.H10	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0021-01A-01R-0177-01	5500024024987031607949.H10.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	8fa2082029ed7e8a2783e0439fed5935	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0021-01A-01R-0177-01	5500024024987031607949.H10.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	a13ffa748f45d241a715e7fe80722c9e	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0021-01A-01R-0177-01	5500024024987031607949.H10.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	af5d903dca0f46184007a83b32aa7b3a
41d55100-f579-4cd5-b3a0-f97984030ccc	TCGA-02-0047-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0047-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.H11	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0047-01A-01R-0177-01	5500024024987031607949.H11.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	c5059ef2485cbed01242a00e0898faab	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0047-01A-01R-0177-01	5500024024987031607949.H11.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	aff71659d97ad0089ce803611dd352b4	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0047-01A-01R-0177-01	5500024024987031607949.H11.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	ad4f6323982ce09da24328f6f948ca25
7ac76ff3-9cd9-4d88-a61a-374b43a36b96	TCGA-02-0038-01A-01R-0177-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-02-0038-01A-01R-0177-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	5500024024987031607949.H12	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-02-0038-01A-01R-0177-01	5500024024987031607949.H12.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.1.1007.0	Expression-Gene	Level 1	yes	603ef9a6be0516f845ede4bbc9afc0f5	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-02-0038-01A-01R-0177-01	5500024024987031607949.H12.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.1.1007.0	Expression-Gene	Level 2	yes	44b4efd58d443c37cdbb4762bbc34d3f	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-02-0038-01A-01R-0177-01	5500024024987031607949.H12.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.1.1007.0	Expression-Gene	Level 3	yes	072ed0c58012839cc5c083ecb43ab61f
25995a01-fcd6-47f1-a4f9-b5cbef9d9c22	TCGA-16-1460-01A-01R-0596-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-16-1460-01A-01R-0596-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A01_516368	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-16-1460-01A-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A01_516368.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.20.1007.0	Expression-Gene	Level 1	yes	24f5ad384e46d1fd8c02661c020f7d44	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-16-1460-01A-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A01_516368.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.20.1007.0	Expression-Gene	Level 2	yes	99ed8745356ede613f8b5374e364e29e	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-16-1460-01A-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A01_516368.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.20.1007.0	Expression-Gene	Level 3	yes	e2d79ac0fcf66651c0945535311d8bdf
cdd4cd04-9872-481c-83f2-6a7200dac54a	TCGA-28-1745-01B-01R-0596-01	broad.mit.edu:labeling:HT_HG-U133A:01	TCGA-28-1745-01B-01R-0596-01	biotin	MGED Ontology	broad.mit.edu:hybridization:HT_HG-U133A:01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A02_516408	Affymetrix.com:PhysicalArrayDesign:HT_HG-U133A	caArray	broad.mit.edu:image_acquisition:HT_HG-U133A:01	TCGA-28-1745-01B-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A02_516408.CEL	broad.mit.edu_GBM.HT_HG-U133A.Level_1.20.1007.0	Expression-Gene	Level 1	yes	86444cc9a5c01a5ffd1ee39876e63628	broad.mit.edu:probeset_rma:HT_HG-U133A:01	TCGA-28-1745-01B-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A02_516408.level2.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_2.20.1007.0	Expression-Gene	Level 2	yes	8b31c5f75d776178cfbafd89a5d0daff	broad.mit.edu:gene_rma:HT_HG-U133A:01	TCGA-28-1745-01B-01R-0596-01	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A02_516408.level3.data.txt	broad.mit.edu_GBM.HT_HG-U133A.Level_3.20.1007.0	Expression-Gene	Level 3	yes	1f40de1ca41bddf22234fcb07ab33e65
